'Elapsed time','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
22.68,0.19,-0.16,0.342,82.5,19.675,-0.196,-0.701
22.682,0.18,-0.174,0.339,82.5,19.675,-0.196,-0.701
22.684,0.155,-0.186,0.311,82.5,19.675,-0.196,-0.701
22.686,0.131,-0.199,0.284,82.5,19.675,-0.196,-0.701
22.688,0.086,-0.21,0.223,81.7,20.2,-0.205,-0.696
22.69,0.042,-0.221,0.161,81.7,20.2,-0.205,-0.696
22.692,-0.021,-0.23,0.07,81.7,20.2,-0.205,-0.696
22.694,-0.084,-0.239,-0.021,81.7,20.2,-0.205,-0.696
22.696,-0.151,-0.247,-0.122,81.15,20.8,-0.222,-0.692
22.698,-0.219,-0.255,-0.224,81.15,20.8,-0.222,-0.692
22.7,-0.272,-0.26,-0.306,81.15,20.8,-0.222,-0.692
22.702,-0.325,-0.264,-0.388,81.15,20.8,-0.222,-0.692
22.704,-0.35,-0.264,-0.428,80.55,21.725,-0.238,-0.688
22.706,-0.375,-0.263,-0.468,80.55,21.725,-0.238,-0.688
22.708,-0.369,-0.257,-0.464,80.55,21.725,-0.238,-0.688
22.71,-0.363,-0.25,-0.459,80.55,21.725,-0.238,-0.688
22.712,-0.336,-0.237,-0.424,80.05,22.9,-0.258,-0.683
22.714,-0.309,-0.225,-0.39,80.05,22.9,-0.258,-0.683
22.716,-0.275,-0.206,-0.346,80.05,22.9,-0.258,-0.683
22.718,-0.24,-0.188,-0.303,80.05,22.9,-0.258,-0.683
22.72,-0.208,-0.167,-0.264,79.6,24.375,-0.278,-0.679
22.722,-0.177,-0.146,-0.225,79.6,24.375,-0.278,-0.679
22.724,-0.151,-0.125,-0.195,79.6,24.375,-0.278,-0.679
22.726,-0.126,-0.104,-0.164,79.6,24.375,-0.278,-0.679
22.728,-0.105,-0.085,-0.141,79.25,25.775,-0.3,-0.676
22.73,-0.085,-0.065,-0.117,79.25,25.775,-0.3,-0.676
22.732,-0.069,-0.048,-0.099,79.25,25.775,-0.3,-0.676
22.734,-0.053,-0.031,-0.081,79.25,25.775,-0.3,-0.676
22.736,-0.041,-0.018,-0.067,78.9,26.65,-0.32,-0.672
22.738,-0.028,-0.006,-0.052,78.9,26.65,-0.32,-0.672
22.74,-0.021,0.002,-0.041,78.9,26.65,-0.32,-0.672
22.742,-0.013,0.01,-0.03,78.9,26.65,-0.32,-0.672
22.744,-0.009,0.015,-0.022,78.55,26.525,-0.345,-0.669
22.746,-0.005,0.019,-0.014,78.55,26.525,-0.345,-0.669
22.748,-0.003,0.021,-0.009,78.55,26.525,-0.345,-0.669
22.75,0,0.024,-0.003,78.55,26.525,-0.345,-0.669
22.752,0.002,0.026,0.001,78.15,25.7,-0.366,-0.667
22.754,0.004,0.028,0.005,78.15,25.7,-0.366,-0.667
22.756,0.006,0.029,0.006,78.15,25.7,-0.366,-0.667
22.758,0.008,0.031,0.008,78.15,25.7,-0.366,-0.667
22.76,0.009,0.032,0.009,77.85,24.775,-0.39,-0.666
22.762,0.011,0.033,0.011,77.85,24.775,-0.39,-0.666
22.764,0.011,0.035,0.013,77.85,24.775,-0.39,-0.666
22.766,0.012,0.036,0.014,77.85,24.775,-0.39,-0.666
22.768,0.013,0.036,0.015,77.55,24,-0.408,-0.667
22.77,0.014,0.036,0.015,77.55,24,-0.408,-0.667
22.772,0.015,0.036,0.015,77.55,24,-0.408,-0.667
22.774,0.015,0.036,0.014,77.55,24,-0.408,-0.667
22.776,0.015,0.036,0.014,77.3,23.65,-0.43,-0.67
22.778,0.014,0.036,0.014,77.3,23.65,-0.43,-0.67
22.78,0.014,0.036,0.014,77.3,23.65,-0.43,-0.67
22.782,0.014,0.036,0.014,77.3,23.65,-0.43,-0.67
22.784,0.014,0.036,0.014,77.1,23.9,-0.427,-0.673
22.786,0.014,0.036,0.014,77.1,23.9,-0.427,-0.673
22.788,0.014,0.036,0.014,77.1,23.9,-0.427,-0.673
22.79,0.014,0.036,0.014,77.1,23.9,-0.427,-0.673
22.792,0.015,0.036,0.014,76.9,24.475,-0.444,-0.676
22.794,0.015,0.036,0.014,76.9,24.475,-0.444,-0.676
22.796,0.016,0.036,0.014,76.9,24.475,-0.444,-0.676
22.798,0.017,0.036,0.014,76.9,24.475,-0.444,-0.676
22.8,0.018,0.036,0.014,76.8,24.9,-0.456,-0.679
22.802,0.019,0.036,0.014,76.8,24.9,-0.456,-0.679
22.804,0.019,0.036,0.015,76.8,24.9,-0.456,-0.679
22.806,0.019,0.036,0.015,76.8,24.9,-0.456,-0.679
22.808,0.02,0.036,0.016,76.65,24.9,-0.469,-0.682
22.81,0.021,0.036,0.017,76.65,24.9,-0.469,-0.682
22.812,0.022,0.036,0.018,76.65,24.9,-0.469,-0.682
22.814,0.023,0.036,0.02,76.65,24.9,-0.469,-0.682
22.816,0.024,0.036,0.021,76.6,24.475,-0.48,-0.684
22.818,0.025,0.036,0.022,76.6,24.475,-0.48,-0.684
22.82,0.025,0.036,0.024,76.6,24.475,-0.48,-0.684
22.822,0.026,0.036,0.026,76.6,24.475,-0.48,-0.684
22.824,0.026,0.036,0.028,76.6,24.075,-0.485,-0.686
22.826,0.026,0.036,0.03,76.6,24.075,-0.485,-0.686
22.828,0.028,0.036,0.032,76.6,24.075,-0.485,-0.686
22.83,0.029,0.037,0.033,76.6,24.075,-0.485,-0.686
22.832,0.03,0.038,0.035,76.8,23.475,-0.489,-0.687
22.834,0.032,0.04,0.037,76.8,23.475,-0.489,-0.687
22.836,0.033,0.04,0.039,76.8,23.475,-0.489,-0.687
22.838,0.034,0.04,0.041,76.8,23.475,-0.489,-0.687
22.84,0.035,0.04,0.043,77.2,22.725,-0.492,-0.688
22.842,0.037,0.04,0.044,77.2,22.725,-0.492,-0.688
22.844,0.039,0.04,0.046,77.2,22.725,-0.492,-0.688
22.846,0.041,0.04,0.048,77.2,22.725,-0.492,-0.688
22.848,0.042,0.04,0.051,77.95,22.075,-0.492,-0.688
22.85,0.043,0.04,0.053,77.95,22.075,-0.492,-0.688
22.852,0.044,0.04,0.056,77.95,22.075,-0.492,-0.688
22.854,0.045,0.04,0.059,77.95,22.075,-0.492,-0.688
22.856,0.046,0.04,0.061,79.1,21.85,-0.492,-0.689
22.858,0.048,0.04,0.063,79.1,21.85,-0.492,-0.689
22.86,0.05,0.04,0.065,79.1,21.85,-0.492,-0.689
22.862,0.051,0.04,0.066,79.1,21.85,-0.492,-0.689
22.864,0.053,0.041,0.069,80.7,22.3,-0.489,-0.689
22.866,0.056,0.041,0.072,80.7,22.3,-0.489,-0.689
22.868,0.058,0.042,0.076,80.7,22.3,-0.489,-0.689
22.87,0.06,0.043,0.08,80.7,22.3,-0.489,-0.689
22.872,0.063,0.043,0.084,82.95,23.3,-0.48,-0.69
22.874,0.066,0.044,0.087,82.95,23.3,-0.48,-0.69
22.876,0.069,0.044,0.089,82.95,23.3,-0.48,-0.69
22.878,0.071,0.044,0.092,82.95,23.3,-0.48,-0.69
22.88,0.072,0.044,0.095,85.65,24.775,-0.471,-0.691
22.882,0.074,0.044,0.097,85.65,24.775,-0.471,-0.691
22.884,0.075,0.044,0.1,85.65,24.775,-0.471,-0.691
22.886,0.077,0.044,0.103,85.65,24.775,-0.471,-0.691
22.888,0.079,0.044,0.105,88.75,26.475,-0.458,-0.69
22.89,0.08,0.044,0.107,88.75,26.475,-0.458,-0.69
22.892,0.08,0.044,0.107,88.75,26.475,-0.458,-0.69
22.894,0.08,0.045,0.108,88.75,26.475,-0.458,-0.69
22.896,0.08,0.046,0.107,92.2,28.175,-0.444,-0.689
22.898,0.08,0.047,0.107,92.2,28.175,-0.444,-0.689
22.9,0.08,0.047,0.106,92.2,28.175,-0.444,-0.689
22.902,0.08,0.047,0.106,92.2,28.175,-0.444,-0.689
22.904,0.08,0.047,0.105,95.8,29.75,-0.419,-0.686
22.906,0.08,0.047,0.105,95.8,29.75,-0.419,-0.686
22.908,0.08,0.047,0.103,95.8,29.75,-0.419,-0.686
22.91,0.08,0.047,0.102,95.8,29.75,-0.419,-0.686
22.912,0.08,0.046,0.1,99.35,31.15,-0.389,-0.684
22.914,0.079,0.046,0.097,99.35,31.15,-0.389,-0.684
22.916,0.077,0.045,0.096,99.35,31.15,-0.389,-0.684
22.918,0.076,0.044,0.094,99.35,31.15,-0.389,-0.684
22.92,0.074,0.043,0.091,102.7,32.225,-0.352,-0.683
22.922,0.072,0.043,0.088,102.7,32.225,-0.352,-0.683
22.924,0.07,0.043,0.084,102.7,32.225,-0.352,-0.683
22.926,0.067,0.043,0.08,102.7,32.225,-0.352,-0.683
22.928,0.064,0.042,0.076,105.85,32.8,-0.303,-0.683
22.93,0.061,0.04,0.073,105.85,32.8,-0.303,-0.683
22.932,0.058,0.037,0.069,105.85,32.8,-0.303,-0.683
22.934,0.054,0.035,0.065,105.85,32.8,-0.303,-0.683
22.936,0.051,0.034,0.06,108.6,32.925,-0.25,-0.684
22.938,0.048,0.032,0.055,108.6,32.925,-0.25,-0.684
22.94,0.045,0.03,0.051,108.6,32.925,-0.25,-0.684
22.942,0.042,0.028,0.046,108.6,32.925,-0.25,-0.684
22.944,0.038,0.027,0.042,110.8,32.75,-0.182,-0.685
22.946,0.035,0.026,0.037,110.8,32.75,-0.182,-0.685
22.948,0.032,0.025,0.033,110.8,32.75,-0.182,-0.685
22.95,0.028,0.023,0.028,110.8,32.75,-0.182,-0.685
22.952,0.025,0.021,0.024,112.3,32.15,-0.11,-0.686
22.954,0.023,0.018,0.02,112.3,32.15,-0.11,-0.686
22.956,0.021,0.015,0.018,112.3,32.15,-0.11,-0.686
22.958,0.018,0.012,0.017,112.3,32.15,-0.11,-0.686
22.96,0.015,0.009,0.015,113,31.275,-0.029,-0.686
22.962,0.012,0.006,0.013,113,31.275,-0.029,-0.686
22.964,0.009,0.004,0.01,113,31.275,-0.029,-0.686
22.966,0.006,0.002,0.007,113,31.275,-0.029,-0.686
22.968,0.004,0.001,0.004,112.95,30.225,0.053,-0.686
22.97,0.002,0,0.001,112.95,30.225,0.053,-0.686
22.972,0,-0.001,-0.002,112.95,30.225,0.053,-0.686
22.974,-0.002,-0.002,-0.005,112.95,30.225,0.053,-0.686
22.976,-0.005,-0.003,-0.009,112.2,29.1,0.139,-0.685
22.978,-0.008,-0.004,-0.012,112.2,29.1,0.139,-0.685
22.98,-0.011,-0.006,-0.014,112.2,29.1,0.139,-0.685
22.982,-0.013,-0.009,-0.016,112.2,29.1,0.139,-0.685
22.984,-0.014,-0.011,-0.018,110.8,27.925,0.219,-0.685
22.986,-0.015,-0.014,-0.019,110.8,27.925,0.219,-0.685
22.988,-0.015,-0.016,-0.021,110.8,27.925,0.219,-0.685
22.99,-0.016,-0.018,-0.022,110.8,27.925,0.219,-0.685
22.992,-0.017,-0.019,-0.022,108.8,26.7,0.295,-0.684
22.994,-0.018,-0.02,-0.023,108.8,26.7,0.295,-0.684
22.996,-0.018,-0.02,-0.022,108.8,26.7,0.295,-0.684
22.998,-0.019,-0.02,-0.022,108.8,26.7,0.295,-0.684
23,-0.019,-0.018,-0.022,106.45,25.35,0.363,-0.682
23.002,-0.019,-0.017,-0.022,106.45,25.35,0.363,-0.682
23.004,-0.019,-0.015,-0.021,106.45,25.35,0.363,-0.682
23.006,-0.019,-0.014,-0.021,106.45,25.35,0.363,-0.682
23.008,-0.019,-0.012,-0.02,103.65,23.95,0.417,-0.681
23.01,-0.019,-0.01,-0.019,103.65,23.95,0.417,-0.681
23.012,-0.018,-0.009,-0.018,103.65,23.95,0.417,-0.681
23.014,-0.018,-0.008,-0.018,103.65,23.95,0.417,-0.681
23.016,-0.017,-0.007,-0.018,100.65,22.55,0.463,-0.68
23.018,-0.015,-0.007,-0.019,100.65,22.55,0.463,-0.68
23.02,-0.013,-0.007,-0.019,100.65,22.55,0.463,-0.68
23.022,-0.011,-0.007,-0.019,100.65,22.55,0.463,-0.68
23.024,-0.011,-0.007,-0.018,97.4,21.15,0.494,-0.68
23.026,-0.01,-0.008,-0.018,97.4,21.15,0.494,-0.68
23.028,-0.009,-0.007,-0.017,97.4,21.15,0.494,-0.68
23.03,-0.008,-0.007,-0.015,97.4,21.15,0.494,-0.68
23.032,-0.007,-0.005,-0.013,94.2,19.9,0.51,-0.68
23.034,-0.007,-0.004,-0.01,94.2,19.9,0.51,-0.68
23.036,-0.007,-0.004,-0.009,94.2,19.9,0.51,-0.68
23.038,-0.007,-0.003,-0.008,94.2,19.9,0.51,-0.68
23.04,-0.007,-0.002,-0.007,91.1,19.2,0.514,-0.679
23.042,-0.007,-0.001,-0.006,91.1,19.2,0.514,-0.679
23.044,-0.006,-0.001,-0.004,91.1,19.2,0.514,-0.679
23.046,-0.005,0,-0.003,91.1,19.2,0.514,-0.679
23.048,-0.004,0.001,-0.002,88.15,19.5,0.505,-0.676
23.05,-0.003,0.001,-0.001,88.15,19.5,0.505,-0.676
23.052,-0.002,0.002,-0.001,88.15,19.5,0.505,-0.676
23.054,-0.001,0.003,0,88.15,19.5,0.505,-0.676
23.056,0,0.004,0.001,85.65,21.075,0.481,-0.671
23.058,0.001,0.005,0.001,85.65,21.075,0.481,-0.671
23.06,0.002,0.008,0.003,85.65,21.075,0.481,-0.671
23.062,0.003,0.011,0.004,85.65,21.075,0.481,-0.671
23.064,0.004,0.014,0.005,83.6,23.475,0.443,-0.665
23.066,0.004,0.017,0.007,83.6,23.475,0.443,-0.665
23.068,0.005,0.022,0.009,83.6,23.475,0.443,-0.665
23.07,0.007,0.027,0.012,83.6,23.475,0.443,-0.665
23.072,0.009,0.033,0.013,82.05,26.125,0.4,-0.658
23.074,0.012,0.038,0.014,82.05,26.125,0.4,-0.658
23.076,0.013,0.044,0.015,82.05,26.125,0.4,-0.658
23.078,0.015,0.05,0.015,82.05,26.125,0.4,-0.658
23.08,0.017,0.055,0.015,81.05,28.4,0.341,-0.652
23.082,0.019,0.06,0.014,81.05,28.4,0.341,-0.652
23.084,0.021,0.064,0.014,81.05,28.4,0.341,-0.652
23.086,0.022,0.068,0.014,81.05,28.4,0.341,-0.652
23.088,0.023,0.073,0.015,80.6,30.1,0.277,-0.647
23.09,0.024,0.079,0.015,80.6,30.1,0.277,-0.647
23.092,0.026,0.085,0.017,80.6,30.1,0.277,-0.647
23.094,0.029,0.091,0.018,80.6,30.1,0.277,-0.647
23.096,0.032,0.098,0.021,80.65,30.875,0.206,-0.642
23.098,0.035,0.104,0.024,80.65,30.875,0.206,-0.642
23.1,0.037,0.11,0.026,80.65,30.875,0.206,-0.642
23.102,0.04,0.115,0.029,80.65,30.875,0.206,-0.642
23.104,0.042,0.117,0.031,81.2,30.7,0.131,-0.636
23.106,0.044,0.12,0.033,81.2,30.7,0.131,-0.636
23.108,0.043,0.117,0.033,81.2,30.7,0.131,-0.636
23.11,0.043,0.115,0.033,81.2,30.7,0.131,-0.636
23.112,0.042,0.11,0.032,82.1,29.925,0.057,-0.63
23.114,0.04,0.105,0.03,82.1,29.925,0.057,-0.63
23.116,0.037,0.1,0.028,82.1,29.925,0.057,-0.63
23.118,0.035,0.094,0.025,82.1,29.925,0.057,-0.63
23.12,0.033,0.088,0.023,83.6,29,-0.013,-0.622
23.122,0.031,0.082,0.021,83.6,29,-0.013,-0.622
23.124,0.028,0.076,0.019,83.6,29,-0.013,-0.622
23.126,0.025,0.07,0.017,83.6,29,-0.013,-0.622
23.128,0.023,0.065,0.015,85.05,27.75,-0.081,-0.613
23.13,0.021,0.059,0.014,85.05,27.75,-0.081,-0.613
23.132,0.019,0.053,0.014,85.05,27.75,-0.081,-0.613
23.134,0.017,0.047,0.014,85.05,27.75,-0.081,-0.613
23.136,0.015,0.041,0.013,85.75,26.175,-0.139,-0.604
23.138,0.012,0.034,0.013,85.75,26.175,-0.139,-0.604
23.14,0.009,0.029,0.011,85.75,26.175,-0.139,-0.604
23.142,0.006,0.023,0.01,85.75,26.175,-0.139,-0.604
23.144,0.004,0.018,0.008,85.7,24.375,-0.188,-0.596
23.146,0.002,0.013,0.006,85.7,24.375,-0.188,-0.596
23.148,0.001,0.009,0.004,85.7,24.375,-0.188,-0.596
23.15,-0.001,0.006,0.003,85.7,24.375,-0.188,-0.596
23.152,-0.003,0.004,0.003,85.4,22.6,-0.223,-0.588
23.154,-0.005,0.003,0.002,85.4,22.6,-0.223,-0.588
23.156,-0.006,0.003,0.001,85.4,22.6,-0.223,-0.588
23.158,-0.007,0.002,0,85.4,22.6,-0.223,-0.588
23.16,-0.008,0.001,-0.001,85.6,21.075,-0.25,-0.58
23.162,-0.009,0,-0.002,85.6,21.075,-0.25,-0.58
23.164,-0.01,-0.001,-0.003,85.6,21.075,-0.25,-0.58
23.166,-0.011,-0.002,-0.004,85.6,21.075,-0.25,-0.58
23.168,-0.011,-0.003,-0.005,86.15,19.9,-0.263,-0.572
23.17,-0.012,-0.004,-0.007,86.15,19.9,-0.263,-0.572
23.172,-0.013,-0.005,-0.008,86.15,19.9,-0.263,-0.572
23.174,-0.015,-0.007,-0.009,86.15,19.9,-0.263,-0.572
23.176,-0.015,-0.008,-0.009,86.85,19.275,-0.267,-0.564
23.178,-0.014,-0.009,-0.01,86.85,19.275,-0.267,-0.564
23.18,-0.013,-0.01,-0.009,86.85,19.275,-0.267,-0.564
23.182,-0.012,-0.011,-0.009,86.85,19.275,-0.267,-0.564
23.184,-0.011,-0.011,-0.009,87.4,19.1,-0.261,-0.556
23.186,-0.01,-0.011,-0.009,87.4,19.1,-0.261,-0.556
23.188,-0.009,-0.011,-0.009,87.4,19.1,-0.261,-0.556
23.19,-0.008,-0.011,-0.008,87.4,19.1,-0.261,-0.556
23.192,-0.007,-0.011,-0.006,87.5,19.1,-0.25,-0.547
23.194,-0.007,-0.011,-0.005,87.5,19.1,-0.25,-0.547
23.196,-0.007,-0.011,-0.003,87.5,19.1,-0.25,-0.547
23.198,-0.007,-0.011,-0.001,87.5,19.1,-0.25,-0.547
23.2,-0.007,-0.011,-0.001,87.55,19.275,-0.235,-0.538
23.202,-0.008,-0.011,0,87.55,19.275,-0.235,-0.538
23.204,-0.008,-0.011,0,87.55,19.275,-0.235,-0.538
23.206,-0.008,-0.011,0,87.55,19.275,-0.235,-0.538
23.208,-0.007,-0.011,0,87.85,19.675,-0.219,-0.528
23.21,-0.007,-0.011,0,87.85,19.675,-0.219,-0.528
23.212,-0.007,-0.011,0,87.85,19.675,-0.219,-0.528
23.214,-0.007,-0.011,0,87.85,19.675,-0.219,-0.528
23.216,-0.007,-0.011,0.001,88.2,20.25,-0.203,-0.516
23.218,-0.008,-0.011,0.001,88.2,20.25,-0.203,-0.516
23.22,-0.008,-0.011,0.002,88.2,20.25,-0.203,-0.516
23.222,-0.008,-0.011,0.003,88.2,20.25,-0.203,-0.516
23.224,-0.007,-0.011,0.004,88,20.85,-0.186,-0.503
23.226,-0.007,-0.011,0.004,88,20.85,-0.186,-0.503
23.228,-0.006,-0.011,0.005,88,20.85,-0.186,-0.503
23.23,-0.005,-0.01,0.007,88,20.85,-0.186,-0.503
23.232,-0.002,-0.008,0.011,87.15,21.075,-0.175,-0.489
23.234,0.001,-0.006,0.015,87.15,21.075,-0.175,-0.489
23.236,0.008,-0.003,0.024,87.15,21.075,-0.175,-0.489
23.238,0.015,0.001,0.032,87.15,21.075,-0.175,-0.489
23.24,0.025,0.004,0.048,86.3,21.025,-0.166,-0.474
23.242,0.036,0.007,0.063,86.3,21.025,-0.166,-0.474
23.244,0.052,0.005,0.086,86.3,21.025,-0.166,-0.474
23.246,0.068,0.004,0.109,86.3,21.025,-0.166,-0.474
23.248,0.085,-0.004,0.136,85.45,21.075,-0.163,-0.458
23.25,0.102,-0.011,0.162,85.45,21.075,-0.163,-0.458
23.252,0.118,-0.023,0.188,85.45,21.075,-0.163,-0.458
23.254,0.135,-0.035,0.214,85.45,21.075,-0.163,-0.458
23.256,0.147,-0.05,0.236,84.65,21.25,-0.163,-0.44
23.258,0.16,-0.065,0.258,84.65,21.25,-0.163,-0.44
23.26,0.168,-0.08,0.275,84.65,21.25,-0.163,-0.44
23.262,0.176,-0.095,0.291,84.65,21.25,-0.163,-0.44
23.264,0.178,-0.11,0.302,83.9,21.425,-0.166,-0.422
23.266,0.181,-0.124,0.313,83.9,21.425,-0.166,-0.422
23.268,0.177,-0.14,0.317,83.9,21.425,-0.166,-0.422
23.27,0.173,-0.155,0.32,83.9,21.425,-0.166,-0.422
23.272,0.16,-0.17,0.308,83.2,21.425,-0.173,-0.404
23.274,0.146,-0.185,0.296,83.2,21.425,-0.173,-0.404
23.276,0.118,-0.2,0.26,83.2,21.425,-0.173,-0.404
23.278,0.091,-0.214,0.224,83.2,21.425,-0.173,-0.404
23.28,0.043,-0.225,0.158,82.55,21.55,-0.186,-0.385
23.282,-0.004,-0.235,0.091,82.55,21.55,-0.186,-0.385
23.284,-0.066,-0.242,-0.001,82.55,21.55,-0.186,-0.385
23.286,-0.128,-0.249,-0.093,82.55,21.55,-0.186,-0.385
23.288,-0.191,-0.254,-0.189,81.95,22.125,-0.199,-0.366
23.29,-0.253,-0.258,-0.284,81.95,22.125,-0.199,-0.366
23.292,-0.298,-0.26,-0.354,81.95,22.125,-0.199,-0.366
23.294,-0.344,-0.262,-0.424,81.95,22.125,-0.199,-0.366
23.296,-0.36,-0.26,-0.45,81.4,22.95,-0.2,-0.347
23.298,-0.377,-0.258,-0.476,81.4,22.95,-0.2,-0.347
23.3,-0.364,-0.251,-0.462,81.4,22.95,-0.2,-0.347
23.302,-0.351,-0.244,-0.447,81.4,22.95,-0.2,-0.347
23.304,-0.32,-0.23,-0.407,80.95,24,-0.221,-0.327
23.306,-0.288,-0.216,-0.368,80.95,24,-0.221,-0.327
23.308,-0.253,-0.198,-0.324,80.95,24,-0.221,-0.327
23.31,-0.218,-0.179,-0.28,80.95,24,-0.221,-0.327
23.312,-0.186,-0.158,-0.241,80.55,25.35,-0.242,-0.306
23.314,-0.155,-0.136,-0.203,80.55,25.35,-0.242,-0.306
23.316,-0.13,-0.116,-0.172,80.55,25.35,-0.242,-0.306
23.318,-0.104,-0.095,-0.14,80.55,25.35,-0.242,-0.306
23.32,-0.085,-0.076,-0.115,80.15,26.95,-0.263,-0.285
23.322,-0.065,-0.058,-0.09,80.15,26.95,-0.263,-0.285
23.324,-0.05,-0.043,-0.07,80.15,26.95,-0.263,-0.285
23.326,-0.035,-0.027,-0.051,80.15,26.95,-0.263,-0.285
23.328,-0.024,-0.015,-0.037,79.8,28.05,-0.287,-0.265
23.33,-0.013,-0.004,-0.023,79.8,28.05,-0.287,-0.265
23.332,-0.006,0.003,-0.013,79.8,28.05,-0.287,-0.265
23.334,0.001,0.01,-0.004,79.8,28.05,-0.287,-0.265
23.336,0.005,0.015,0.003,79.45,28.35,-0.309,-0.244
23.338,0.01,0.019,0.009,79.45,28.35,-0.309,-0.244
23.34,0.012,0.021,0.012,79.45,28.35,-0.309,-0.244
23.342,0.014,0.023,0.015,79.45,28.35,-0.309,-0.244
23.344,0.015,0.025,0.015,79.1,27.825,-0.334,-0.226
23.346,0.016,0.026,0.016,79.1,27.825,-0.334,-0.226
23.348,0.017,0.028,0.017,79.1,27.825,-0.334,-0.226
23.35,0.017,0.03,0.017,79.1,27.825,-0.334,-0.226
23.352,0.018,0.031,0.018,78.8,26.825,-0.352,-0.207
23.354,0.02,0.032,0.02,78.8,26.825,-0.352,-0.207
23.356,0.021,0.033,0.021,78.8,26.825,-0.352,-0.207
23.358,0.021,0.034,0.022,78.8,26.825,-0.352,-0.207
23.36,0.022,0.035,0.024,78.5,25.875,-0.37,-0.19
23.362,0.023,0.036,0.025,78.5,25.875,-0.37,-0.19
23.364,0.024,0.036,0.025,78.5,25.875,-0.37,-0.19
23.366,0.025,0.037,0.026,78.5,25.875,-0.37,-0.19
23.368,0.025,0.038,0.026,78.15,25.425,-0.393,-0.173
23.37,0.026,0.04,0.026,78.15,25.425,-0.393,-0.173
23.372,0.025,0.04,0.028,78.15,25.425,-0.393,-0.173
23.374,0.025,0.04,0.029,78.15,25.425,-0.393,-0.173
23.376,0.025,0.04,0.031,77.85,25.425,-0.407,-0.159
23.378,0.026,0.04,0.033,77.85,25.425,-0.407,-0.159
23.38,0.027,0.041,0.035,77.85,25.425,-0.407,-0.159
23.382,0.028,0.041,0.037,77.85,25.425,-0.407,-0.159
23.384,0.029,0.043,0.039,77.65,25.65,-0.422,-0.146
23.386,0.03,0.044,0.041,77.65,25.65,-0.422,-0.146
23.388,0.032,0.046,0.043,77.65,25.65,-0.422,-0.146
23.39,0.033,0.049,0.044,77.65,25.65,-0.422,-0.146
23.392,0.035,0.052,0.046,77.55,25.775,-0.435,-0.134
23.394,0.037,0.055,0.048,77.55,25.775,-0.435,-0.134
23.396,0.038,0.057,0.05,77.55,25.775,-0.435,-0.134
23.398,0.04,0.058,0.051,77.55,25.775,-0.435,-0.134
23.4,0.041,0.059,0.052,77.55,25.7,-0.447,-0.122
23.402,0.041,0.059,0.053,77.55,25.7,-0.447,-0.122
23.404,0.042,0.059,0.054,77.55,25.7,-0.447,-0.122
23.406,0.043,0.058,0.055,77.55,25.7,-0.447,-0.122
23.408,0.044,0.058,0.057,77.6,25.6,-0.456,-0.111
23.41,0.045,0.058,0.058,77.6,25.6,-0.456,-0.111
23.412,0.046,0.058,0.059,77.6,25.6,-0.456,-0.111
23.414,0.047,0.058,0.06,77.6,25.6,-0.456,-0.111
23.416,0.048,0.058,0.061,77.75,25.425,-0.459,-0.1
23.418,0.048,0.058,0.062,77.75,25.425,-0.459,-0.1
23.42,0.05,0.058,0.065,77.75,25.425,-0.459,-0.1
23.422,0.051,0.058,0.067,77.75,25.425,-0.459,-0.1
23.424,0.053,0.058,0.07,77.95,25.475,-0.467,-0.088
23.426,0.056,0.058,0.074,77.95,25.475,-0.467,-0.088
23.428,0.058,0.058,0.077,77.95,25.475,-0.467,-0.088
23.43,0.059,0.058,0.081,77.95,25.475,-0.467,-0.088
23.432,0.061,0.059,0.083,78.35,25.6,-0.467,-0.077
23.434,0.063,0.059,0.085,78.35,25.6,-0.467,-0.077
23.436,0.065,0.06,0.086,78.35,25.6,-0.467,-0.077
23.438,0.066,0.062,0.088,78.35,25.6,-0.467,-0.077
23.44,0.068,0.064,0.09,79.15,25.525,-0.47,-0.065
23.442,0.07,0.065,0.093,79.15,25.525,-0.47,-0.065
23.444,0.072,0.066,0.096,79.15,25.525,-0.47,-0.065
23.446,0.074,0.067,0.099,79.15,25.525,-0.47,-0.065
23.448,0.075,0.068,0.102,80.4,25.425,-0.467,-0.053
23.45,0.077,0.068,0.104,80.4,25.425,-0.467,-0.053
23.452,0.079,0.069,0.108,80.4,25.425,-0.467,-0.053
23.454,0.081,0.069,0.112,80.4,25.425,-0.467,-0.053
23.456,0.084,0.07,0.117,82.25,25.6,-0.463,-0.04
23.458,0.086,0.071,0.122,82.25,25.6,-0.463,-0.04
23.46,0.088,0.071,0.126,82.25,25.6,-0.463,-0.04
23.462,0.091,0.072,0.129,82.25,25.6,-0.463,-0.04
23.464,0.094,0.072,0.132,84.55,26.125,-0.458,-0.025
23.466,0.097,0.073,0.134,84.55,26.125,-0.458,-0.025
23.468,0.101,0.073,0.137,84.55,26.125,-0.458,-0.025
23.47,0.104,0.073,0.139,84.55,26.125,-0.458,-0.025
23.472,0.107,0.073,0.141,87.35,27.125,-0.45,-0.01
23.474,0.11,0.074,0.144,87.35,27.125,-0.45,-0.01
23.476,0.113,0.075,0.147,87.35,27.125,-0.45,-0.01
23.478,0.115,0.076,0.15,87.35,27.125,-0.45,-0.01
23.48,0.117,0.077,0.153,90.6,28.475,-0.437,0.007
23.482,0.118,0.078,0.156,90.6,28.475,-0.437,0.007
23.484,0.119,0.079,0.158,90.6,28.475,-0.437,0.007
